Overall Position,Gender Position,Category Position,Category,Race No,Country ,Official Time,Net Time,10km Time,Half Way Time,30km Time
3172,2787,3172,MR1,A2342,Macao SAR,4:56:34,4:52:42,1:09:46,2:18:20,3:20:28
3173,2788,3173,MR1,A7904,Hong Kong SAR,4:56:35,4:51:50,1:15:32,2:26:54,3:23:43
3174,2789,3174,MR1,A4096,Hong Kong SAR,4:56:36,4:56:18,1:02:04,2:15:20,3:20:36
3175,2790,3175,MR1,A8785,Japan,4:56:36,4:55:03,1:03:13,2:14:42,3:15:50
3176,2791,3176,MR1,A7932,Hong Kong SAR,4:56:37,4:51:50,1:12:16,2:24:55,3:27:58
3177,2792,3177,MR1,A5562,Hong Kong SAR,4:56:38,4:51:58,1:16:39,2:40:45,3:37:10
3178,2793,3178,MR1,A6588,China,4:56:38,4:55:39,1:07:53,2:18:36,3:17:48
3179,386,3179,MR1,A0938,Hong Kong SAR,4:56:39,4:56:05,1:05:56,2:22:44,3:28:34
3180,387,3180,MR1,A7205,Hong Kong SAR,4:56:39,4:55:39,1:05:11,2:23:00,3:24:47
3181,2794,3181,MR1,A2294,Hong Kong SAR,4:56:41,4:50:07,1:15:26,2:25:24,3:25:08
3182,2795,3182,MR1,A2104,Hong Kong SAR,4:56:42,4:53:17,1:09:54,2:24:10,3:25:35
3183,2796,3183,MR1,A7256,Hong Kong SAR,4:56:43,4:56:12,0:57:15,2:03:17,3:06:03
3184,2797,3184,MR1,A1870,Australia,4:56:43,4:52:51,1:14:16,2:28:16,3:29:17
3185,2798,3185,MR1,A6943,Hong Kong SAR,4:56:46,4:53:31,1:11:59,2:32:09,3:29:47
3186,2799,3186,MR1,A5116,Hong Kong SAR,4:56:46,4:56:20,1:06:10,2:20:22,3:19:06
3187,388,3187,MR1,A3033,United Kingdom,4:56:46,4:51:45,1:10:06,2:24:31,3:26:53
3188,2800,3188,MR1,A1290,China,4:56:47,4:54:24,1:07:28,2:15:04,3:14:08
3189,389,3189,MR1,A2007,Hong Kong SAR,4:56:47,4:51:46,1:10:01,2:22:57,3:26:50
3190,2801,3190,MR1,A5318,China,4:56:47,4:55:31,1:06:35,2:16:08,3:14:59
3191,2802,3191,MR1,A0294,Singapore,4:56:48,4:53:20,1:13:29,2:25:48,3:23:37
3192,2803,3192,MR1,A6070,Hong Kong SAR,4:56:48,4:55:39,1:08:52,2:23:28,3:22:53
3193,2804,3193,MR1,A7635,Hong Kong SAR,4:56:49,4:55:40,1:08:52,2:23:24,3:22:52
3194,2805,3194,MR1,A2691,Hong Kong SAR,4:56:50,4:51:58,1:08:04,2:17:43,3:21:25
3195,2806,3195,MR1,A7819,China,4:56:50,4:54:01,1:09:58,2:24:59,3:26:01
3196,2807,3196,MR1,A8418,Hong Kong SAR,4:56:51,4:52:47,1:14:41,2:26:39,3:26:15
3197,2808,3197,MR1,A5009,China,4:56:52,4:53:09,1:07:30,2:14:13,3:14:34
3198,2809,3198,MR1,A1051,China,4:56:52,4:51:07,1:12:05,2:20:48,3:18:26
3199,2810,3199,MR1,A6485,China,4:56:53,4:56:40,1:01:25,2:14:03,3:18:23
3200,2811,3200,MR1,A2140,Hong Kong SAR,4:56:53,4:51:31,1:14:29,2:34:40,3:33:17
3201,390,3201,MR1,A4825,Hong Kong SAR,4:56:54,4:51:34,1:17:23,2:28:09,3:27:35
3202,2812,3202,MR1,A5151,Hong Kong SAR,4:56:54,4:54:17,1:04:50,2:15:24,3:15:46
3203,2813,3203,MR1,A6879,Hong Kong SAR,4:56:55,4:53:19,1:10:46,2:21:12,3:20:25
3204,2814,3204,MR1,A3895,Hong Kong SAR,4:56:55,4:51:11,1:12:43,2:23:18,3:23:53
3205,2815,3205,MR1,A4978,China,4:56:56,4:51:41,1:10:57,2:18:00,3:19:25
3206,2816,3206,MR1,A2117,China,4:56:56,4:51:01,1:19:51,2:31:53,3:27:41
3207,391,3207,MR1,A2391,Hong Kong SAR,4:56:56,4:56:43,1:00:33,2:15:41,3:22:00
3208,2817,3208,MR1,A4472,Hong Kong SAR,4:56:58,4:56:45,1:05:50,2:18:00,3:21:30
3209,2818,3209,MR1,A3953,China,4:56:58,4:56:19,1:16:07,2:31:22,3:30:21
3210,2819,3210,MR1,A7458,China,4:56:58,4:53:47,1:11:49,2:24:37,3:22:58
3211,392,3211,MR1,A0462,China,4:56:59,4:54:21,1:04:33,2:16:40,3:20:39
3212,2820,3212,MR1,A8051,Hong Kong SAR,4:56:59,4:56:41,1:03:29,2:14:15,3:17:52
3213,2821,3213,MR1,A4262,Hong Kong SAR,4:56:59,4:50:47,1:21:41,2:39:17,3:36:20
3214,2822,3214,MR1,A0630,China,4:56:59,4:53:49,1:12:47,2:23:33,3:20:03
3215,2823,3215,MR1,A2529,Hong Kong SAR,4:57:00,4:53:53,1:08:45,2:18:27,3:22:25
3216,2824,3216,MR1,A6958,Hong Kong SAR,4:57:01,4:54:31,1:14:05,2:27:02,3:30:24
3217,2825,3217,MR1,A8165,China,4:57:02,4:55:04,1:05:59,2:17:41,3:23:38
3218,2826,3218,MR1,A3624,Hong Kong SAR,4:57:02,4:55:00,1:10:20,2:23:42,3:24:09
3219,2827,3219,MR1,A0317,Hong Kong SAR,4:57:03,4:54:03,1:13:12,2:25:03,3:28:36
3220,2828,3220,MR1,A5977,Hong Kong SAR,4:57:03,4:55:15,1:07:50,2:24:13,3:28:44
3221,393,3221,MR1,A0222,Hong Kong SAR,4:57:03,4:55:26,1:09:28,2:22:14,3:22:50
3222,394,3222,MR1,A5181,Hong Kong SAR,4:57:03,4:55:46,1:07:23,2:19:55,3:22:10
3223,2829,3223,MR1,A0763,Hong Kong SAR,4:57:05,4:54:04,1:06:33,2:15:35,3:15:45
3224,2830,3224,MR1,A4202,Hong Kong SAR,4:57:07,4:50:43,1:17:18,2:30:56,3:30:01
3225,395,3225,MR1,A7792,China,4:57:09,4:55:16,1:11:29,2:24:34,3:29:00
3226,2831,3226,MR1,A4251,Hong Kong SAR,4:57:09,4:52:17,1:09:53,2:23:28,3:26:44
3227,2832,3227,MR1,A0042,Hong Kong SAR,4:57:09,4:51:37,1:22:43,2:33:56,3:32:24
3228,396,3228,MR1,A8910,Japan,4:57:09,4:55:02,1:22:57,2:36:45,3:33:49
3229,2833,3229,MR1,A7210,Hong Kong SAR,4:57:10,4:53:34,1:08:53,2:17:16,3:17:08
3230,2834,3230,MR1,A4602,China,4:57:11,4:55:07,1:17:44,2:34:46,3:30:57
3231,2835,3231,MR1,A3807,Hong Kong SAR,4:57:13,4:53:10,1:13:38,2:26:24,3:29:32
3232,397,3232,MR1,A3117,China,4:57:14,4:55:21,1:11:53,2:27:29,3:29:28
3233,2836,3233,MR1,A5450,Hong Kong SAR,4:57:14,4:56:22,1:08:10,2:24:24,3:25:54
3234,2837,3234,MR1,A5381,Hong Kong SAR,4:57:15,4:52:56,1:09:05,2:21:11,3:22:20
3235,2838,3235,MR1,A2361,China,4:57:15,4:55:38,1:13:26,2:27:19,3:27:19
3236,2839,3236,MR1,A5650,Hong Kong SAR,4:57:16,4:50:55,1:13:11,2:22:40,3:22:40
3237,2840,3237,MR1,A0623,Philippines,4:57:18,4:56:26,0:59:44,2:05:30,3:08:15
3238,2841,3238,MR1,A2861,Hong Kong SAR,4:57:18,4:51:54,1:22:55,2:32:20,3:32:16
3239,2842,3239,MR1,A8080,Hong Kong SAR,4:57:19,4:49:37,,2:18:28,3:16:52
3240,2843,3240,MR1,A4990,Hong Kong SAR,4:57:20,4:53:12,1:13:19,2:26:54,3:26:36
3241,2844,3241,MR1,A6573,Hong Kong SAR,4:57:20,4:55:16,1:14:18,2:28:23,3:29:19
3242,2845,3242,MR1,A5919,Hong Kong SAR,4:57:20,4:52:59,1:15:28,2:31:58,3:32:58
3243,2846,3243,MR1,A1029,China,4:57:21,4:53:30,1:06:13,2:18:50,3:22:29
3244,2847,3244,MR1,A4768,China,4:57:22,4:55:14,1:09:38,2:24:43,3:28:20
3245,2848,3245,MR1,A6622,Hong Kong SAR,4:57:23,4:55:35,1:04:48,2:12:26,3:08:37
3246,2849,3246,MR1,A4485,Hong Kong SAR,4:57:24,4:57:08,0:58:56,2:05:30,3:07:33
3247,2850,3247,MR1,A0954,Hong Kong SAR,4:57:25,4:51:58,1:15:09,2:28:00,3:29:10
3248,2851,3248,MR1,A3446,China,4:57:27,4:49:00,1:18:11,2:33:37,3:31:35
3249,2852,3249,MR1,A5232,Hong Kong SAR,4:57:28,4:54:06,1:13:55,2:29:53,3:29:22
3250,2853,3250,MR1,A8769,Japan,4:57:30,4:57:21,1:04:17,2:15:19,3:20:15
3251,2854,3251,MR1,A6890,Hong Kong SAR,4:57:30,4:56:53,1:02:22,2:10:41,3:09:50
3252,2855,3252,MR1,A1184,China,4:57:30,4:54:13,1:13:40,2:25:22,3:17:42
3253,2856,3253,MR1,A0331,Hong Kong SAR,4:57:30,4:52:36,1:17:33,2:34:02,3:36:50
3254,2857,3254,MR1,A3515,Hong Kong SAR,4:57:30,4:56:29,1:08:48,2:24:16,3:24:14
3255,2858,3255,MR1,A2882,Hong Kong SAR,4:57:31,4:53:31,1:13:46,2:27:47,3:31:37
3256,398,3256,MR1,A5262,China,4:57:32,4:55:57,1:06:04,2:18:19,3:20:46
3257,2859,3257,MR1,A9121,China,4:57:34,4:57:24,1:02:18,2:13:35,3:22:57
3258,2860,3258,MR1,A7063,China,4:57:35,4:53:39,1:07:49,2:19:15,3:23:13
3259,2861,3259,MR1,A2782,Hong Kong SAR,4:57:35,4:52:43,1:15:58,2:29:56,3:29:47
3260,2862,3260,MR1,A7723,Hong Kong SAR,4:57:35,4:54:56,1:11:23,2:23:33,3:26:22
3261,2863,3261,MR1,A3766,Hong Kong SAR,4:57:36,4:57:02,1:00:35,2:08:12,3:12:10
3262,2864,3262,MR1,A7671,Hong Kong SAR,4:57:37,4:54:33,1:12:15,2:25:43,3:27:45
3263,2865,3263,MR1,A7103,Hong Kong SAR,4:57:39,4:52:53,1:13:01,2:25:13,3:26:11
3264,2866,3264,MR1,A3998,Hong Kong SAR,4:57:39,4:53:09,1:12:01,2:18:18,3:15:35
3265,2867,3265,MR1,A0029,Hong Kong SAR,4:57:40,4:51:43,1:15:48,2:29:09,3:30:31
3266,2868,3266,MR1,A0673,Hong Kong SAR,4:57:40,4:55:40,1:07:50,2:17:11,3:16:18
3267,2869,3267,MR1,A1506,Hong Kong SAR,4:57:41,4:53:56,1:17:20,2:30:11,3:30:26
3268,2870,3268,MR1,A3096,Malaysia,4:57:41,4:55:44,1:05:04,2:17:19,3:19:09
3269,2871,3269,MR1,A4006,Hong Kong SAR,4:57:42,4:53:47,1:08:25,2:19:37,3:14:42
3270,2872,3270,MR1,A3950,Hong Kong SAR,4:57:43,4:55:59,1:10:47,2:25:31,3:25:13
3271,2873,3271,MR1,A3829,Taiwan,4:57:45,4:57:15,1:09:16,2:25:58,3:28:04
3272,2874,3272,MR1,A0093,Hong Kong SAR,4:57:45,4:54:30,1:10:56,2:27:33,3:33:59
3273,2875,3273,MR1,A7267,Hong Kong SAR,4:57:46,4:55:10,1:16:23,2:31:45,3:33:20
3274,2876,3274,MR1,A6175,Hong Kong SAR,4:57:47,4:51:16,1:16:45,2:30:54,3:32:26
3275,2877,3275,MR1,A0667,Hong Kong SAR,4:57:47,4:50:59,1:18:53,2:30:26,3:27:36
3276,2878,3276,MR1,A0690,China,4:57:49,4:56:48,1:07:46,2:25:16,3:26:21
3277,2879,3277,MR1,A4801,Hong Kong SAR,4:57:49,4:54:16,1:11:32,2:26:56,3:28:42
3278,2880,3278,MR1,A5135,Hong Kong SAR,4:57:50,4:57:11,1:09:46,2:27:39,3:31:50
3279,2881,3279,MR1,A8713,Japan,4:57:50,4:56:15,1:03:47,2:17:43,3:18:55
3280,2882,3280,MR1,A5303,Hong Kong SAR,4:57:51,4:53:20,1:10:55,2:17:31,3:17:04
3281,2883,3281,MR1,A1559,Hong Kong SAR,4:57:51,4:54:59,1:09:13,2:23:48,3:25:13
3282,2884,3282,MR1,A5460,Hong Kong SAR,4:57:51,4:56:38,1:03:10,2:15:19,3:19:55
3283,399,3283,MR1,A0607,China,4:57:51,4:57:31,1:13:42,2:28:51,3:30:39
3284,2885,3284,MR1,A2218,Indonesia,4:57:52,4:56:46,1:02:39,2:14:18,3:23:35
3285,2886,3285,MR1,A5795,China,4:57:53,4:56:58,1:12:20,2:34:25,3:33:01
3286,2887,3286,MR1,A6647,Japan,4:57:53,4:53:50,1:10:39,2:23:35,3:24:32
3287,2888,3287,MR1,A2192,Hong Kong SAR,4:57:54,4:53:32,1:12:46,2:24:02,3:23:23
3288,2889,3288,MR1,A4975,China,4:57:56,4:56:24,1:12:03,2:26:05,3:24:40
3289,2890,3289,MR1,A3742,Hong Kong SAR,4:57:57,4:57:00,1:05:59,2:19:01,3:21:51
3290,2891,3290,MR1,A6667,China,4:57:57,4:57:56,1:02:30,2:14:01,3:20:25
3291,2892,3291,MR1,A0779,Hong Kong SAR,4:57:59,4:55:02,1:06:44,2:09:49,3:14:26
3292,2893,3292,MR1,A0537,Hong Kong SAR,4:57:59,4:56:04,1:07:06,2:19:09,3:25:13
3293,2894,3293,MR1,A5283,Hong Kong SAR,4:58:00,4:53:48,1:09:35,2:19:16,3:17:46
3294,2895,3294,MR1,A3764,Hong Kong SAR,4:58:00,4:57:21,1:04:44,2:17:18,3:20:28
3295,400,3295,MR1,A2590,Hong Kong SAR,4:58:00,4:55:18,1:05:55,2:18:08,3:22:54
3296,2896,3296,MR1,A2106,Hong Kong SAR,4:58:01,4:52:32,1:17:24,2:29:07,3:28:21
3297,2897,3297,MR1,A0492,Malaysia,4:58:04,4:57:56,1:04:10,2:14:38,3:18:38
3298,2898,3298,MR1,A6126,Hong Kong SAR,4:58:06,4:57:07,1:06:07,2:23:34,3:28:53
3299,2899,3299,MR1,A2266,China,4:58:06,4:56:37,1:12:05,2:26:05,3:24:40
3300,2900,3300,MR1,A6149,China,4:58:07,4:43:35,1:17:45,2:28:20,3:27:38
3301,2901,3301,MR1,A2874,Hong Kong SAR,4:58:07,4:57:27,1:08:55,2:22:54,3:25:08
3302,2902,3302,MR1,A4694,China,4:58:07,4:57:37,1:09:44,2:24:56,3:24:28
3303,2903,3303,MR1,A8925,China,4:58:08,4:56:50,1:14:54,2:33:50,3:34:24
3304,2904,3304,MR1,A3316,Hong Kong SAR,4:58:09,4:56:01,1:09:29,2:21:14,3:20:56
3305,401,3305,MR1,A5439,Hong Kong SAR,4:58:09,4:55:59,1:10:22,2:24:05,3:25:52
3306,2905,3306,MR1,A1623,Hong Kong SAR,4:58:09,4:55:12,1:04:56,2:15:49,3:19:55
3307,402,3307,MR1,A0438,Hong Kong SAR,4:58:09,4:54:26,1:10:27,2:19:42,3:21:44
3308,2906,3308,MR1,A3576,Hong Kong SAR,4:58:14,4:56:42,1:06:22,2:18:41,3:21:59
3309,2907,3309,MR1,A0216,Hong Kong SAR,4:58:15,4:54:13,1:09:05,2:15:42,3:15:05
3310,2908,3310,MR1,A7029,Hong Kong SAR,4:58:16,4:56:08,1:05:57,2:19:17,3:22:40
3311,2909,3311,MR1,A9081,China,4:58:16,4:56:31,1:04:07,2:16:35,3:24:34
3312,2910,3312,MR1,A2899,Hong Kong SAR,4:58:17,4:57:54,0:59:26,2:10:24,3:19:32
3313,2911,3313,MR1,A3917,Hong Kong SAR,4:58:18,4:56:34,1:07:20,2:18:21,3:18:39
3314,2912,3314,MR1,A1989,Hong Kong SAR,4:58:20,4:56:35,1:08:17,2:21:00,3:25:25
3315,2913,3315,MR1,A5968,China,4:58:20,4:56:20,1:09:42,2:23:44,3:25:22
3316,2914,3316,MR1,A1729,Hong Kong SAR,4:58:21,4:56:09,1:14:50,2:28:46,3:24:57
3317,2915,3317,MR1,A2076,Hong Kong SAR,4:58:21,4:55:04,1:07:37,2:18:53,3:22:19
3318,2916,3318,MR1,A4661,Hong Kong SAR,4:58:23,4:57:04,1:09:35,2:23:27,3:25:24
3319,2917,3319,MR1,A8343,China,4:58:23,4:53:11,1:12:53,2:24:49,3:27:28
3320,2918,3320,MR1,A8646,China,4:58:23,4:56:27,0:56:17,1:58:41,3:02:14
3321,2919,3321,MR1,A6733,Hong Kong SAR,4:58:23,4:53:24,1:10:35,2:19:19,3:19:37
3322,2920,3322,MR1,A5211,Hong Kong SAR,4:58:25,4:57:58,0:58:35,2:13:12,3:21:37
3323,2921,3323,MR1,A1756,Hong Kong SAR,4:58:26,4:54:22,1:17:49,2:34:06,3:33:18
3324,2922,3324,MR1,A2632,Hong Kong SAR,4:58:27,4:56:28,1:06:23,2:23:41,3:26:10
3325,2923,3325,MR1,A0605,Hong Kong SAR,4:58:28,4:57:53,0:57:13,2:05:46,3:18:15
3326,2924,3326,MR1,A8823,Taiwan,4:58:28,4:58:03,1:04:56,2:17:17,3:20:21
3327,2925,3327,MR1,A8142,China,4:58:30,4:55:59,1:11:49,2:25:35,3:28:18
3328,2926,3328,MR1,A8510,China,4:58:30,4:55:59,1:11:49,2:25:35,3:28:17
3329,2927,3329,MR1,A4635,Taiwan,4:58:31,4:58:03,1:03:42,2:13:34,3:18:43
3330,2928,3330,MR1,A5154,Hong Kong SAR,4:58:35,4:54:27,1:04:08,2:11:57,3:19:10
3331,2929,3331,MR1,A2642,United Kingdom,4:58:36,4:57:58,0:58:18,2:08:10,3:11:26
3332,2930,3332,MR1,A8296,China,4:58:36,4:55:04,1:12:15,2:22:07,3:23:11
3333,2931,3333,MR1,A4723,China,4:58:37,4:54:26,1:17:21,2:32:53,3:30:04
3334,2932,3334,MR1,A4386,Hong Kong SAR,4:58:38,4:58:05,0:59:20,2:09:59,3:17:39
3335,2933,3335,MR1,A0668,Hong Kong SAR,4:58:38,4:52:07,1:16:46,2:30:54,3:32:26
3336,2934,3336,MR1,A5871,Hong Kong SAR,4:58:39,4:56:43,1:15:17,2:28:40,3:29:18
3337,2935,3337,MR1,A0748,Hong Kong SAR,4:58:42,4:57:24,1:02:59,2:17:06,3:25:28
3338,403,3338,MR1,A2799,Hong Kong SAR,4:58:43,4:54:08,1:11:52,2:26:37,3:28:44
3339,2936,3339,MR1,A4376,China,4:58:43,4:57:42,1:06:02,2:25:54,3:27:00
3340,2937,3340,MR1,A6309,Hong Kong SAR,4:58:43,4:54:26,1:16:37,2:29:17,3:30:33
3341,2938,3341,MR1,A4551,Hong Kong SAR,4:58:44,4:58:44,1:12:22,2:22:46,3:23:42
3342,2939,3342,MR1,A7440,China,4:58:46,4:53:42,1:13:23,2:25:51,3:25:16
3343,404,3343,MR1,A6172,China,4:58:46,4:53:42,1:13:23,2:25:51,3:25:16
3344,405,3344,MR1,A6970,Hong Kong SAR,4:58:47,4:56:28,1:11:27,2:27:44,3:29:53
3345,2940,3345,MR1,A4650,China,4:58:48,4:58:06,1:08:07,2:22:01,3:24:55
3346,2941,3346,MR1,A7893,China,4:58:49,4:58:06,1:08:07,2:22:02,3:24:57
3347,2942,3347,MR1,A5352,Hong Kong SAR,4:58:49,4:55:39,1:14:40,2:28:40,3:31:13
3348,2943,3348,MR1,A8793,Japan,4:58:50,4:53:13,1:12:04,2:19:42,3:19:16
3349,2944,3349,MR1,A7665,China,4:58:51,4:56:47,1:01:33,2:07:59,3:15:59
3350,2945,3350,MR1,A3212,Hong Kong SAR,4:58:51,4:56:14,1:06:18,2:13:57,3:19:11
3351,2946,3351,MR1,A8909,Japan,4:58:51,4:56:45,1:04:37,2:10:56,3:08:39
3352,2947,3352,MR1,A8736,Japan,4:58:51,4:57:18,1:04:03,2:14:50,3:16:38
3353,406,3353,MR1,A0328,Hong Kong SAR,4:58:51,4:54:41,1:09:30,2:27:13,3:31:16
3354,407,3354,MR1,A6155,China,4:58:51,4:58:38,1:05:19,2:24:22,3:27:59
3355,2948,3355,MR1,A1704,China,4:58:51,4:58:29,1:02:12,2:16:59,3:23:11
3356,2949,3356,MR1,A3868,China,4:58:53,4:54:45,1:14:12,2:29:17,3:28:50
3357,2950,3357,MR1,A0766,Hong Kong SAR,4:58:53,4:58:19,0:55:38,1:58:02,2:58:28
3358,2951,3358,MR1,A1996,Hong Kong SAR,4:58:55,4:58:55,0:59:13,2:07:58,3:14:07
3359,2952,3359,MR1,A0456,Indonesia,4:58:55,4:58:50,1:05:37,2:19:24,3:23:12
3360,2953,3360,MR1,A8221,China,4:58:56,4:55:23,1:12:55,2:27:54,3:29:44
3361,2954,3361,MR1,A8657,Japan,4:58:56,4:48:34,1:13:44,2:23:18,3:22:42
3362,2955,3362,MR1,A7853,China,4:58:57,4:53:18,1:13:50,2:28:13,3:32:00
3363,2956,3363,MR1,A3185,Hong Kong SAR,4:58:59,4:55:24,1:12:52,2:24:31,3:23:11
3364,408,3364,MR1,A7059,Hong Kong SAR,4:58:59,4:57:13,1:07:51,2:20:39,3:24:14
3365,409,3365,MR1,A5247,China,4:58:59,4:58:05,1:05:24,2:20:37,3:25:03
3366,2957,3366,MR1,A3773,Hong Kong SAR,4:59:02,4:55:37,1:06:17,2:09:59,3:12:58
3367,410,3367,MR1,A9170,China,4:59:03,4:57:15,1:07:29,2:30:52,3:25:29
3368,2958,3368,MR1,A8800,Japan,4:59:03,4:54:48,1:15:45,2:24:15,3:21:50
3369,2959,3369,MR1,A0836,China,4:59:03,4:58:45,1:04:09,2:11:50,3:17:32
3370,411,3370,MR1,A0988,Canada,4:59:03,4:57:11,1:07:22,2:23:40,3:27:42
3371,2960,3371,MR1,A5678,Hong Kong SAR,4:59:04,4:54:37,1:16:20,2:27:23,3:28:06
3372,2961,3372,MR1,A3218,Hong Kong SAR,4:59:06,4:56:34,1:18:17,2:37:13,3:38:26
3373,2962,3373,MR1,A4693,Hong Kong SAR,4:59:08,4:56:13,1:08:12,2:18:29,3:21:27
3374,2963,3374,MR1,A2125,China,4:59:08,4:56:36,1:04:39,2:10:02,3:08:44
3375,2964,3375,MR1,A0974,Hong Kong SAR,4:59:09,4:58:47,1:05:30,2:22:18,3:24:56
3376,2965,3376,MR1,A8293,China,4:59:10,4:54:00,1:11:10,2:24:20,3:26:10
3377,412,3377,MR1,A6701,Hong Kong SAR,4:59:10,4:53:00,1:18:29,2:34:23,3:33:05
3378,413,3378,MR1,A5130,Hong Kong SAR,4:59:11,4:57:06,1:08:47,2:22:19,3:27:40
3379,414,3379,MR1,A3527,Hong Kong SAR,4:59:11,4:58:16,1:04:33,2:17:25,3:24:36
3380,2966,3380,MR1,A6496,Hong Kong SAR,4:59:11,4:56:45,1:05:26,2:13:55,3:13:53
3381,2967,3381,MR1,A4090,Hong Kong SAR,4:59:12,4:55:25,1:10:59,2:20:34,3:21:18
3382,2968,3382,MR1,A7209,China,4:59:13,4:56:18,1:15:17,2:22:32,3:21:50
3383,2969,3383,MR1,A5092,Hong Kong SAR,4:59:13,4:52:58,1:07:50,2:18:28,3:26:49
3384,415,3384,MR1,A9119,China,4:59:16,4:56:22,1:12:33,2:26:29,3:27:51
3385,2970,3385,MR1,A5105,Hong Kong SAR,4:59:16,4:55:28,1:09:23,2:21:49,3:23:38
3386,2971,3386,MR1,A0364,Hong Kong SAR,4:59:17,4:56:30,1:06:59,2:09:34,3:15:47
3387,2972,3387,MR1,A0308,Hong Kong SAR,4:59:18,4:53:15,1:18:38,2:33:05,3:31:01
3388,2973,3388,MR1,A8969,China,4:59:21,4:55:03,1:13:12,2:25:02,3:28:49
3389,2974,3389,MR1,A0064,Hong Kong SAR,4:59:21,4:55:34,1:09:54,2:21:46,3:21:44
3390,2975,3390,MR1,A1825,Hong Kong SAR,4:59:21,4:56:08,1:14:25,2:30:15,3:32:15
3391,2976,3391,MR1,A6709,Hong Kong SAR,4:59:22,4:57:00,1:11:29,2:18:28,3:19:58
3392,2977,3392,MR1,A0246,Hong Kong SAR,4:59:22,4:54:40,1:13:37,2:25:00,3:26:56
3393,2978,3393,MR1,A1411,Hong Kong SAR,4:59:23,4:54:13,1:16:46,2:31:15,3:30:59
3394,2979,3394,MR1,A5821,Hong Kong SAR,4:59:23,4:57:26,1:13:37,2:29:46,3:35:22
3395,2980,3395,MR1,A2084,Hong Kong SAR,4:59:23,4:55:32,1:14:03,2:26:27,3:25:19
3396,2981,3396,MR1,A7356,Hong Kong SAR,4:59:25,4:56:50,1:09:28,2:19:47,3:21:00
3397,2982,3397,MR1,A7387,Hong Kong SAR,4:59:26,4:56:05,1:09:55,2:19:25,3:19:06
3398,416,3398,MR1,A2352,Hong Kong SAR,4:59:27,4:57:49,1:15:18,2:30:13,3:33:03
3399,2983,3399,MR1,A7747,China,4:59:28,4:54:52,1:14:09,2:24:19,3:26:07
3400,2984,3400,MR1,A5660,Hong Kong SAR,4:59:28,4:59:22,0:59:13,2:13:59,3:18:15
3401,417,3401,MR1,A3357,Hong Kong SAR,4:59:29,4:57:38,1:09:40,2:26:35,3:28:48
3402,2985,3402,MR1,A2720,China,4:59:31,4:59:21,1:04:05,2:18:14,3:28:48
3403,2986,3403,MR1,A7778,Hong Kong SAR,4:59:33,4:55:12,1:04:06,2:07:25,3:13:05
3404,418,3404,MR1,A1072,China,4:59:33,4:59:11,1:08:01,2:23:41,3:25:54
3405,2987,3405,MR1,A4214,China,4:59:33,4:59:11,1:08:01,2:23:41,3:25:54
3406,2988,3406,MR1,A3270,Hong Kong SAR,4:59:33,4:57:54,1:03:09,2:15:11,3:24:46
3407,2989,3407,MR1,A7368,Hong Kong SAR,4:59:36,4:55:43,1:13:06,2:27:58,3:29:13
3408,2990,3408,MR1,A1062,Portugal,4:59:36,4:57:08,1:13:21,2:26:49,3:28:22
3409,2991,3409,MR1,A7053,China,4:59:37,4:59:18,0:59:52,2:06:43,3:09:12
3410,419,3410,MR1,A5669,Hong Kong SAR,4:59:37,4:54:55,1:17:24,2:36:03,3:38:34
3411,2992,3411,MR1,A7736,Hong Kong SAR,4:59:38,4:53:51,1:19:08,2:31:45,3:27:59
3412,2993,3412,MR1,A5331,Hong Kong SAR,4:59:38,4:59:32,0:55:35,2:03:40,3:13:11
3413,420,3413,MR1,A6963,Hong Kong SAR,4:59:39,4:54:14,1:12:25,2:25:43,3:27:43
3414,2994,3414,MR1,A4050,Hong Kong SAR,4:59:40,4:59:31,1:01:36,2:14:11,3:20:43
3415,2995,3415,MR1,A3951,Hong Kong SAR,4:59:40,4:56:54,1:09:37,2:24:37,3:29:18
3416,2996,3416,MR1,A1998,Hong Kong SAR,4:59:41,4:54:57,1:12:17,2:21:22,3:22:41
3417,2997,3417,MR1,A7462,Malaysia,4:59:41,4:57:13,1:03:01,2:08:44,3:11:41
3418,2998,3418,MR1,A8897,China,4:59:42,4:57:48,1:02:20,2:12:10,3:17:06
3419,2999,3419,MR1,A4605,Hong Kong SAR,4:59:43,4:53:56,1:15:23,2:27:36,3:29:04
3420,3000,3420,MR1,A0855,Malaysia,4:59:44,4:58:55,1:10:36,2:33:25,3:30:37
3421,3001,3421,MR1,A5600,Hong Kong SAR,4:59:45,4:53:38,1:19:33,2:36:34,3:35:32
3422,3002,3422,MR1,A1194,Hong Kong SAR,4:59:45,4:53:47,1:13:51,2:26:26,3:25:22
3423,3003,3423,MR1,A8689,Japan,4:59:46,4:56:58,1:12:50,2:26:49,3:29:42
3424,3004,3424,MR1,A9130,Malaysia,4:59:47,4:59:07,1:06:36,2:23:39,3:28:13
3425,3005,3425,MR1,A2520,China,4:59:47,4:57:15,1:10:49,2:22:36,3:26:37
3426,3006,3426,MR1,A2718,Hong Kong SAR,4:59:48,4:57:11,1:09:23,2:24:17,3:28:44
3427,421,3427,MR1,A9185,China,4:59:48,4:59:05,1:07:34,2:18:00,3:17:54
3428,3007,3428,MR1,A6361,Hong Kong SAR,4:59:49,4:55:41,1:10:01,2:19:57,3:20:33
